path,label
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01641.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10013.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17075.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09190.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08635.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12363.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11508_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14911.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08373.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02761.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05277.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19888.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19210.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07914.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06168.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10701_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00892.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17439.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06945.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10361_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06833.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04937.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06147.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13090.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01587.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05961.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11683_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16096_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19230.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04798.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18351.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12528_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00377.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12158.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05615.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\09250.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11673.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10712_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07161.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04899.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09830.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12489.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06556.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12020.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18631.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08931.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11677.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08569.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15558.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11112_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18035.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06187.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19993.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10817_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01329.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10996_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00292.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00576.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04716.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06011.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16570.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12108_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11980.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13354_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06198.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15671_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19663.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14909.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03767.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02331.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00439.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19515.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04414.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15317.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06761.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18362_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15934_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17170_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08970.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13424.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11197_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13859.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11964_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10585.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13081.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04082.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19126.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14482.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07196.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\07778.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05529.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01562.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08781.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13811_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18055.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03871.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01523.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15290.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01193.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02218.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15288_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07235.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03017.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\14066_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16011_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05856.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11783_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07795.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01248.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04339.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06352.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19270.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13219.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10332_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12235_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00493.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\09048.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04229.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06985.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12533_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11004_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06476.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05010.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03264.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11350_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18516_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16864_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19344_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02767.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13310.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\07666.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02723.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17443.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09150.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08178.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01092.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\07641.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03472.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11019.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03726.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03204.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04935.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18410.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11756.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11958.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16136.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06423.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05272.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16154.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02889.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19060_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11491.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17830_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13943_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14426.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02753.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06900.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17814_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11588_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08570.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17800.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07506.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03489.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10480.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00851.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00414.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09929.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17664_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16465.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18924.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06283.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15506.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09746.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06607.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11457_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00631.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16887_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12189.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10786_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12971_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01955.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\02663.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07617.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13205.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13359.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12697_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09057.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00711.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18096_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06135.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18171.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14515.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13437_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02900.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08497.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08700.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15629.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08956.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10771_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04845.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08669.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01187.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05853.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11128_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15612.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15250_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02148.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03910.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03074.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08044.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16981_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16253.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\01369.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05729.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11681_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08483.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13143.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04055.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10962_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\07121.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18851.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03176.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12361_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07999.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18698_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06860.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12791_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05247.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19470.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19462.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16444.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16396.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16972.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08529.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03070.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11534_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14516.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19664.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08112.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13297_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08713.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19712.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17442.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12644_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12199.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03406.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05154.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05930.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19048.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17769_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19165_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00585.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18518_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10476.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00051.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16886_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17194_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02863.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\05728.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10673_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12298.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11475.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15029.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06867.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\14413.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18768_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18904_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18669_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18729.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06814.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04180.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13050.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17271.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02543.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02487.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06236.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09553.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19276_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03554.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16540_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19953.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05827.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04760.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05027.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04348.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08612.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16402.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\19886.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\13742_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\16398_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18300_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15185.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02099.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10209_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\02423.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15054.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11332.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09922.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18002.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\06206.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09264.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16863.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19673.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00150.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17055_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05982.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15347.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18195.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18267_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\07029.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\09828.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11584_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03002.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12152_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04877.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03247.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\17508.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01651.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10160.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\10491_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\16553.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08681.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\04923.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\02627.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08629.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10424.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12291.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13083.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06793.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04726.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\08589.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06656.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13629.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18389.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03951.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11154.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\07669.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\07131.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11883.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\09702.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\11645_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15694_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\02697.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17267_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11957.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\12840_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11392.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\09141.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\01642.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15117.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06778.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04679.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\04534.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\11022.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\15308.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13781.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\17157_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\00738.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\10370.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00159.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\05140.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\12647.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\00698.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\18771_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Positive\15491_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\13218.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\03257.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\03479.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\09539.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\19003_1.jpg,1
C:\Projects\infrastructure-defect-detection\data\raw\Negative\08090.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Negative\18150.jpg,0
C:\Projects\infrastructure-defect-detection\data\raw\Positive\06306.jpg,1
